1	69453
1	69511
1	69552
1	69569
1	69849
1	358121
1	365585
1	373232
1	450750
1	451024
1	451180
1	451360
1	451437
1	451507
1	451649
1	611267
1	924024
1	924305
1	924310
1	924321
1	924533
1	930314
1	935835
1	942451
1	942934
1	946247
1	952421
1	953259
1	953279
1	961945
1	962013
1	965125
1	966227
1	966272
1	966426
1	966728
1	966748
1	970892
1	972895
1	973858
1	973862
1	976215
1	978953
1	979472
1	979496
1	979560
1	979847
1	981169
1	999842
1	1014228
1	1014274
1	1041249
1	1046551
1	1047614
1	1048922
1	1050520
1	1051357
1	1054900
1	1055393
1	1069577
1	1069600
1	1071823
1	1072052
1	1091327
1	1188877
1	1197558
1	1197586
1	1197697
1	1203807
1	1212042
1	1223251
1	1242513
1	1255305
1	1285574
1	1286887
1	1288005
1	1290912
1	1291377
1	1303203
1	1312114
1	1313807
1	1318875
1	1318951
1	1319056
1	1319063
1	1319461
1	1327586
1	1333467
1	1333624
1	1334174
1	1342153
1	1374505
1	1405805
1	1419135
1	1419214
1	1426253
1	1426261
1	1433267
1	1434687
1	1439454
1	1455495
1	1460858
1	1471992
1	1478545
1	1482269
1	1486151
1	1486611
1	1487887
1	1489767
1	1490320
1	1490623
1	1512312
1	1512376
1	1517171
1	1517186
1	1517212
1	1517235
1	1522875
1	1543953
1	1616547
1	1623412
1	1627156
1	1645163
1	1668373
1	1668449
1	1676135
1	1703565
1	1703572
1	1703583
1	1704126
1	1704310
1	1704605
1	1704916
1	1704961
1	1707486
1	1707555
1	1708855
1	1708951
1	1719368
1	1719406
1	1734812
1	1739519
1	1752908
1	1753033
1	1754601
1	1915326
1	1916540
1	1918090
1	1918091
1	1919188
1	1922670
1	1923107
1	1923925
1	1926722
1	1927737
1	1930143
1	1942075
1	1942086
1	1944419
1	1944420
1	1956754
1	1968667
1	1968793
1	1985090
1	1985451
1	2024545
1	2024923
1	2025598
1	2029235
1	2056554
1	2059575
1	2074688
1	2182126
1	2194700
1	2213543
1	2406772
1	2408761
1	2430384
1	2430581
1	2487186
1	2499178
1	2502461
1	2521130
1	2559766
1	2595307
1	2609830
1	2629443
1	2629464
1	2641760
1	2790080
1	2800342
1	3021843
1	3385157
1	3402897
1	3411794
1	3463493
1	3467334
1	3473163
1	3477892
1	3478475
1	3478610
1	3494017
1	3494080
1	3494409
1	3494474
1	3494620
1	3497304
1	3497541
1	3499885
1	3501827
1	3505333
1	3510787
1	3511596
1	3579915
1	3595370
1	3623460
1	3631572
1	3722110
1	3728151
1	3728190
1	3732998
1	3752637
1	3752641
1	3761369
1	3763211
1	3763219
1	3767350
1	3771325
1	3783866
1	3785099
1	3829360
1	3839111
1	3843220
1	3869681
1	3883678
1	3890886
1	3891029
1	4711993
1	4712475
1	4712657
1	5866447
1	5877108
1	6085821
1	6094566
1	6097374
1	6098502
1	6124032
1	6130155
1	6136809
1	6149303
1	6218354
1	6245232
1	6245243
1	6253878
1	6254762
1	6440760
1	6447165
1	6447167
1	6448652
1	6454843
1	6473333
1	6485330
1	6545710
1	6554331
1	6554355
1	6554475
1	6575171
1	6644575
1	6645814
1	7370205
1	7663474
1	7663897
1	7737474
1	7809988
1	7827188
1	7827433
1	7827545
1	7829912
1	7830004
1	7849677
1	7853370
1	8325939
1	8325957
1	8330435
1	8330828
1	8343854
1	8358584
1	8358590
1	8361032
1	8361143
1	8363817
1	8363979
1	8365840
1	8949347
1	8949385
1	8949411
1	8951478
1	8951527
1	8951663
1	8992725
1	9013532
1	9014810
1	9105626
1	9244919
1	9247079
1	9263851
1	9356092
1	9595907
1	9601293
1	9615318
1	9622200
1	9721585
1	9724365
1	9744635
1	9749618
1	9751483
1	9922329
1	10451532
1	10536284
1	10653708
1	10660145
1	10948284
1	10948440
1	10948638
1	10954061
1	10955108
1	10964214
1	11027299
1	11027467
1	11030859
1	11059842
1	11072160
1	11081130
1	11121270
1	11130589
1	11145001
1	11228701
1	11241657
1	11501536
1	11519413
1	11525251
1	11528050
1	11650722
1	11668837
1	11711872
1	11711931
1	11766573
1	11767247
1	11768181
1	11768262
1	11771558
1	11772254
1	11776571
1	11776625
1	11778781
1	11778791
1	11779909
1	11779915
1	11779941
1	11784273
1	11788822
1	11789390
1	11792243
1	11794400
1	11794419
1	11796321
1	11797731
1	11824498
1	11923149
1	11949898
1	11964178
1	12022869
